id,artist_id,release_id,artist_mbtags,artist_mbtags_count,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,hotttnesss,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tatums_confidence,tatums_start,tempo,time_signature,time_signature_confidence,title,year
SOOHEFF12A6D4F68A6,AROATPL1187FB48E12,25735,0,1,0.628,0.69268,0.628,0.69268,313.7824,0.299,-1,2,0.041,-10.534,1,0.603,301.79,0,0.44552,86.595,1,0,0,0
SOSDWNM12A8C140DCC,ARBXVFV1187B99AA63,375621,0,1,1,1.50187,1,1.50187,155.11465,1.025,0.375984302,9,0.895,-10.313,1,0.737,148.805,0.608,1.19976,96.737,1,0,0,1987
SOYGWIK12AB017F613,ARCLBZ01187B98D025,632778,0,0,0.32,0.49321,0.32,0.49321,164.44036,0,0,8,0.377,-17.124,0,0.485,158.79,0.278,0.26386,86.633,1,0.985,0,0
SOIQGQN12A8C1461C8,ARL3VGT1187FB40E8E,615473,0,1,0.307,0.58813,0.508,0.58813,170.26567,0,-1,5,0.485,-14.553,1,0.472,163.126,0,0.58813,83.741,4,0,0,0
SOIOOCV12AB01850B9,ARHCUCR1187B98F589,461019,0,0,0.145,2.41716,0.782,1.78454,217.88689,1.402,0,7,1,-26.772,1,0.87,197.486,0.381,1.78454,82.759,3,0.627,0,2008
SOFWODZ12A6701DE58,ARZBV7T1187FB51EA8,15562,0,0,0.02,1.05222,0.4,0.47763,232.82893,0.16,0.777048955,10,0.732,-6.051,1,0.609,220.212,1,0.18338,102.889,4,0.185,0,0
SODXXLK12AB017E7AB,ARAZYBE1187FB38BC1,441356,0,0,0.077,0.67965,0.746,0.30217,282.33098,0.334,0,9,0.014,-16.547,1,0.338,275.992,0,0.11342,173.661,4,0,0,0
SOWHYDW12AB0186487,AR7CCCC1187FB578FF,724643,0,1,0.028,1.01875,1,0.33192,184.68526,0.297,0.436696165,7,0.095,-20.691,1,0.535,174.631,0.318,0.10335,87.806,4,0,0,1960
SOZQVBA12A8C13CAAD,ARJ9DSA1187B990E00,300489,0,2,0.007,0.79792,0.985,0.1386,292.91057,0.413,0.523759152,6,0.539,-9.11,0,0.639,289.808,0.24,0.1386,89.949,4,0.588,0,2010
SODIEVX12AB0186777,ARCSHVZ11C8A41575B,771209,0,0,0.186,1.04066,0.918,0.17186,204.90404,0.322,0.447135796,3,0.494,-4.696,0,0.44,197.683,0.427,0.17186,135.264,4,0,0,2008
SOXAUGB12AB018756D,ARFGFXM1187B9ADFAE,462244,0,0,0.482,0.1811,0.482,0.1811,155.14077,0,0,1,0.552,-10.631,1,0.503,147.586,0.595,0.04323,213.995,1,0,0,0
SOKJUZQ12AB0185E37,ARUYVDC12086C11D5C,405085,0,1,0.006,1.43053,0.965,0.45421,556.06812,0,0.505487343,9,0.099,-6.817,0,0.46,538.674,1,0.21063,122.984,5,1,0,2009
SOILVGP12A8C1367CE,AR32PK91187FB4D6E2,293523,0,0,0.608,0.12914,0.814,0.12914,210.93832,0.252,-1,7,0.871,-14.064,1,0.665,204.359,0.171,0.12914,160.313,4,0.915,0,1998
SOZXQUU12A6D4FE701,ARIULTJ1187B9A2017,272685,0,0,0.004,0.36812,0.79,0.36812,169.66485,0.316,0,3,0.9,-5.782,1,0.871,166.226,0.804,0.04998,94.318,4,0.819,0,2003
SOJXPPN12A58A7E3E7,ARXOTQH1187FB57084,640908,0,0,0.119,0.94965,0.605,0.03395,188.89098,3.855,0.635536649,5,0.657,-6.969,1,0.453,174.225,1,0.03395,131.953,4,0.28,0,0
SOZZPYH12AB0187578,ARDCQM61187B9951CE,422770,0,1,0.361,0.87362,0,0.41318,225.82812,1.303,0.55936523,7,0.228,-3.951,1,0.554,222.203,0.67,0.18238,130.053,4,0.864,0,2008
SOYVGBE12A8C1420B4,ARRVGAX1187FB4D745,609792,0,0,0.307,0.67897,0.307,0.67897,149.65506,0.177,-1,0,0,-3.375,0,0,138.739,1,0.21726,84.758,1,0.537,0,2000
SOQZQDZ12A8C13E62A,ARTPGR61187B98B0F6,260416,0,0,0.089,0.49436,0.709,0.49436,226.95138,2.247,0,0,0.023,-7.66,0,0.387,213.896,1,0.17572,92.017,4,0.828,0,0
SONJBQX12A6D4F8382,ARF8HTQ1187B9AE693,28815,0,5,0.095,0.98798,0,0.44645,329.53424,0,0.8622545,5,0.055,-5.019,0,0.419,311.025,0.268,0.175,111.201,4,1,0,1995
SOQSSIH12A6D4F4445,AR95QS71187FB3F49A,25178,0,0,0.086,0.31994,0.604,0.31994,288.65261,0.087,0.438545889,3,0.314,-6.225,0,0.387,281.269,0.958,0.13322,159.991,4,1,0,0
SOWJPNZ12A8C13AE3D,ARKZXSQ1187B9AC9F3,163988,0,4,0.099,0.44665,0,0.09881,229.69424,0,0.365143804,1,0.749,-6.525,0,0.611,223.086,0.25,0.09881,157.103,4,0.791,0,0
SOMTTIL12CF5465225,ARS86AJ1187B9B4225,285465,0,2,0.322,0.99923,0.766,0.50149,137.79546,3.164,-1,9,0.623,-12.436,1,0.475,137.795,0.254,0.25324,123.293,4,1,0,1988
SOPVHBC12A8C13E506,ARCP8YG1187B997D72,376297,0,0,0.136,1.00668,0.604,0.46354,313.05098,0.392,0,0,0.454,-11.878,1,0.463,304.03,0.594,0.19399,111.856,4,1,0,0
SOJHGNJ12AB0189E7E,AR2VROU1187FB532D7,462400,0,0,0.188,1.17072,0.71,0.57746,149.34159,0.247,-1,0,0.629,-10.68,1,0.646,140.132,0.881,0.28669,101.809,3,1,0,1994
SOQSKMZ12A8C1340A5,AR19SOA1187B98F6E6,192744,0,1,0.462,1.64072,0.85,0.53912,312.5024,0.466,0,2,0.943,-11.393,1,0.743,303.787,0.762,0.26378,103.327,4,0.944,0,0
SOINMMR12A8C14042F,AR37ILI1187B98E27B,221012,0,1,0.017,1.17869,0.824,0.48031,286.06649,0.444,0.457337011,10,0.583,-12.519,0,0.628,277.583,1,0.12846,84.983,4,0.909,0,2005
SOAMWKG12A8BED74AB,ARCII0J1187FB3A1B4,237206,0,0,0.108,1.04996,1,0.47086,102.13832,0.408,0.239320948,0,0.478,-13.742,0,0.503,102.138,0.732,0.47086,94.547,4,0,0,0
SOQYKND12AAF3B305E,AR2B8ON1187FB58456,321974,0,1,0.469,2.06605,0.443,0.39666,267.59791,2.229,-1,0,0.436,-11.054,1,0.46,267.598,0.154,0.18667,144.902,5,0.817,0,0
SOWFCZG12AB017D8BB,ARIZHDO11F4C84808E,496323,0,0,0.067,1.23525,0.669,0.63464,109.50485,0,-1,7,1,-11.134,1,0.829,103.207,0.79,0.63464,106.435,4,0.854,0,0
SOXGGDY12AC468BCBD,ARSIECN1257509EBB0,688967,0,0,0.133,1.38365,0.688,0.14742,270.62812,0.101,-1,4,0.702,-12.325,0,0.622,248.947,0.546,0.14742,96.596,3,0.759,0,2009
SOGNZNU12AB0189FE3,ARHD3RX1187FB3A7DA,601830,0,1,0.045,0.06529,0.493,0.06529,261.35465,0.183,0.253834736,4,0.253,-6.653,1,0.267,245.499,0.493,0.06529,168.242,4,0.643,0,1997
SOWIMQH12A8C13BB7C,ARMJAGH1187FB546F3,300821,0,1,0.132,0.57649,0.831,0.04483,148.61016,0.177,0.413739836,7,0.485,-12.345,1,0.667,139.952,0,0.04483,110.771,3,1,0,1967
SOWSLMW12AB017DA7D,AR9JNFU1187B9B9868,500763,0,1,0.892,0.03951,0.892,0.03951,189.57016,0.171,0.413739836,11,0.099,-12.485,0,0.225,185.765,0.764,0.03951,177.281,1,0,0,0
SOIHLZN12AB018B917,ARFTMGO1187B9A777A,725032,0,0,0.658,0.79683,0.658,0.79683,159.76444,2.914,-1,5,0.564,-16.445,1,0.731,152.561,0.213,0.45974,89.924,1,0.455,0,0
SOCSXZF12AC468D3E3,ARBNXYA1187FB51C50,792168,0,1,0.02,0.69293,0.216,0.69293,172.90404,0,0.74498651,1,0,-4.064,1,0,169.744,0.406,0.36865,93.029,4,0.748,0,2010
SOVSQTW12AB018C788,ARWIHGT1269FCCF034,707690,0,0,0.164,0.19093,0.745,0.19093,361.9522,0.485,-1,4,0.535,-5.417,1,0.508,356.153,0.719,0.19093,173.776,4,0,0,0
SOSNLPM12A8C139C95,ARBCUNV1187B98A9FB,556995,0,1,0.064,0.57066,0.346,0.06156,231.60118,0,0.549998637,1,0.151,-10.067,0,0.382,226.975,0.486,0.06156,106.961,5,1,0,2001
SOZWUGO12A6D4FDCAE,ARPC5161187B9AF35C,441792,0,1,0.582,0.43952,0.582,0.43952,158.30159,0.218,0,9,1,-14.947,1,0.89,152.445,0.094,0.14674,101.863,1,0,0,0
SOHORES12A8C13595D,ARDWS2V1187B99AED0,150068,0,0,0.703,0.96503,1,0.40388,183.562,0.37,-1,7,0.712,-10.295,1,0.656,177.331,0.322,0.13047,104.055,4,0,0,0
SOWKEYU12A8C13C384,AR06M3F1187FB38BED,219489,0,1,0.005,1.46082,0.858,0.78959,226.37669,0.264,-1,8,0,-15.448,0,0.163,216.549,0,0.35914,69.347,4,0.789,0,1999
SOMKFVQ12A58A75F9A,ARV1JVD1187B9AD195,396816,0,1,0.456,0.11689,0.408,0.11689,128.15628,0,0.570919571,9,0.041,-16.117,1,0.308,124.285,0.553,0.11689,193.637,4,0,0,1994
SOCYIJP12AB018135F,ARVBP9K1187FB48254,538716,0,1,0.406,0.47075,0.754,0.47075,159.29424,0.136,0.515963631,5,0.412,-3.276,1,0.402,156.45,0.966,0.19178,110.096,4,0,0,2009
SOJGYPA12A8AE46C32,ARG274E1187FB4BCA8,280982,0,0,0.068,1.24576,0.658,0.28027,343.37914,0,0.550326336,2,0.452,-9.193,1,0.696,343.379,0.489,0.28027,124.343,4,0.645,0,1998
SOYYIRG12A8C13656A,AR1CB5G1187B9AFB8E,287594,0,2,0.527,0.91464,0.527,0.91464,57.44281,2.119,0.215080319,1,0.691,-21.488,1,0.659,52.547,0.462,0.59375,92.502,1,0.478,0,0
SOSLODI12AB0179DD7,AR9VI9M1187FB410CC,620533,0,0,0.114,1.04056,0.521,0.24361,175.22893,0,-1,7,0.707,-2.17,1,0.553,169.918,1,0.04291,149.654,4,0.442,0,2003
SOMXMTB12A8C145406,AR7KA5V1187FB44E6B,757773,0,1,0.17,0.90381,1,0.14881,198.63465,0.297,0.445454526,11,0.745,-8.61,1,0.664,189.812,0.622,0.14881,163.92,4,0.317,0,0
SOSPUHC12A58A7C54E,ARGCTOE122988F0925,249631,0,0,0.408,0.61042,0.408,0.61042,225.07057,0.585,0.304169503,6,0.547,-14.941,0,0.458,217.554,0.499,0.21335,88.489,1,1,0,0
SOJMOHG12A8C141AA7,ARONPP01187B995FB5,249122,0,1,0.524,0.21666,0.254,0.21666,176.01261,0,0.386477291,4,0.193,-10.581,0,0.33,172.339,0.188,0.21666,138.836,4,0.131,0,1997
SOCROGM12A8C140561,ARUT60Q1187B9B90E9,372030,0,0,0.59,1.23615,0.791,0.23174,421.35465,0.173,0,9,0.154,-15.314,1,0.454,415.126,0.934,0.23174,115.521,4,0.2,0,1981
SOFUZPW12A8C13DEEB,AR3EABF1187B98AD35,301426,0,0,0.019,0.28401,0.489,0.28401,142.78485,0.165,-1,5,0.796,-10.666,1,0.67,135.906,0.268,0.07365,135.021,4,0.129,0,0
SOUJYWU12AB017EF43,ARLTQVS11F4C83D49F,486847,0,0,0.065,0.52412,0.459,0.52412,304.1171,0,0,2,0,-14.12,1,0.203,285.222,0.845,0.35825,125.226,5,0.231,0,0
SOQFJSD12A8C13FEEA,ARMORUX11F50C4EEBF,251546,0,0,0.063,0.35657,0.149,0.35657,113.05751,0,-1,4,0.881,-17.609,1,0.589,113.058,0.526,0.35657,72.582,3,0.63,0,0
SOOVLAA12A6D4FB16B,AR0B3RS1187FB48F5D,226559,0,0,0.025,0.7988,0.488,0.29143,118.38649,0,0.573019828,10,0.555,-9.035,1,0.522,105.54,0.905,0.03901,119.983,4,0.376,0,0
SOODGCM12A8C136BEB,ARDW74M1187B98DA34,580964,0,0,0.017,0.11926,1,0.11926,114.62485,0.073,0,5,0.576,-7.356,1,0.531,111.02,1,0.11926,96.622,4,0.346,0,0
SONRSJX12AB018CBB4,ARSCLMG1187FB3CEE4,681947,0,0,0.007,1.17505,1,0.21594,202.60526,0.16,0,11,0.035,-4.897,1,0,199.535,1,0.21594,125.077,4,1,0,0
SOAAZHH12A58A7B384,ARLR9U31187B9A71AD,65428,0,1,0.236,1.60651,0.773,0.66648,16.92689,0.247,-1,0,0,-19.585,1,0,16.927,0,0.1975,67.03,4,0,0,0
SONHRBI12A6D4F9B05,ARH0NCL1187B99B41A,63876,0,0,0.838,0.09037,0.838,0.09037,215.30077,0.168,0.215080319,7,0.66,-10.232,1,0.515,200.818,0.326,0.09037,188.626,1,0.301,0,2002
SOJKTJG12AB0182516,ARRH63Y1187FB47783,351707,0,2,0.319,0.86028,0.72,0.2976,236.72118,0.258,-1,9,0,-5.263,1,0.072,236.721,0.894,0.2976,106.825,4,1,0,2010
SOYUYJC12A8C13799E,ARVD9M11187FB49291,208681,0,0,1,0.42724,0.4,0.42724,267.59791,4.005,0,8,0.999,-6.536,1,0.695,261.143,0.434,0.21407,141.36,3,0.247,0,0
SOIDGDW12AB01803DA,AR6TD9K1187B9A207D,373701,0,0,0.174,0.74093,0.48,0.13809,84.11383,0.168,0.212045406,1,0.781,-21.669,1,0.627,84.114,0,0.13809,100.399,4,1,0,0
SOMRUQD12AC468EF9C,ARLEYVQ122C86774EB,597233,0,0,0.003,1.44863,0.797,0.33982,356.93669,0.589,0,8,0.495,-9.102,0,0.401,341.293,0.336,0.06192,106.492,4,0.192,0,0
SOQRQYT12AB0185674,AR7XU1L1187B98D481,515079,0,0,1,0.33499,1,0.33499,151.87546,0,-1,4,0.201,-6.494,1,0.145,151.875,0.681,0.33499,101.926,1,0,0,0
SOBJTHI12A8C133758,ARLIIVS1187FB5583B,246677,0,2,0.546,0.23581,0.546,0.23581,231.10485,0.532,-1,0,0.622,-14.383,0,0.676,222.679,0.751,0.06429,176.122,1,0,0,0
SOCNBUC12A81C2075A,AR0O3AV1187FB4D030,274824,0,1,0.11,2.4,0.873,0.28738,122.17424,0.096,0.704649756,2,0.312,-5.218,1,0.43,118.062,0.504,0.12566,185.453,7,0.716,0,2007
SOQXNQP12A8C134AD7,AR5FP401187FB523C9,283002,0,3,0.786,1.45678,0.796,0.17821,320.70485,0.136,-1,3,0.121,-14.089,1,0.346,309.899,0.902,0.17821,94.161,4,0.604,0,1997
SOKQLLS12AB0188EC1,ARUIRHK1187FB55534,756130,0,0,0.257,0.22901,0.262,0.22901,155.37587,3.274,-1,0,0.406,-19.61,1,0.482,144.155,0.262,0.22901,151.195,3,0.722,0,2001
SOIIANJ12AB0184B3E,AR3YBMD1187B99F15C,757197,0,0,0.003,1.48241,1,0.16397,217.20771,0.305,-1,5,0.755,-11.016,1,0.665,200.173,0.915,0.16397,90.954,4,0.464,0,0
SOVPFPD12A8C13921A,AR77FBJ1187FB49D8D,103872,0,0,0.024,0.8586,1,0.30202,337.162,0.253,0.365603163,0,0.764,-4.152,1,0.572,327.959,1,0.30202,105.994,4,1,0,0
SONXKIQ12A8C13292A,ARE04031187B9AB97F,196623,0,0,0.362,1.91932,0,0.53781,239.80363,3.75,-1,10,0.505,-5.942,0,0.451,224.885,0.116,0.03841,88.015,4,0.567,0,0
SOBBHAH12A6310FF6B,ARVN9FZ1187FB393F1,450,0,1,0.981,0.65205,0.981,0.65205,229.642,0,-1,7,0.725,-14.848,1,0.735,210.28,0,0.25456,74.576,1,0,0,2003
SOUXAJS12AB0184E3B,AR1AIC51187B98C03F,576697,0,0,0.449,1.64549,0.637,0.21663,381.23057,0,0,2,0.015,-11.941,1,0.353,375.548,0.941,0.21663,83.991,3,1,0,0
SOVGOOO12AB0182D50,ARPTHEV123E29C17B3,758701,0,0,0.042,2.46831,0,0.45802,225.59302,15.186,0,11,0.096,-7.486,0,0.26,217.763,0,0.21867,83.321,5,1,0,2009
SOLNEKT12AB0187086,AREZMPH11F4C83B364,647436,0,0,0.124,1.33685,0.67,0.54997,125.02159,0,0.345802234,7,0.079,-15.036,1,0.494,114.248,1,0.16237,82.461,4,0,0,0
SOBDENU12CF5465247,ARZWK2R1187B98F09F,36714,0,1,0.303,0.47476,0,0.47476,181.57669,0,-1,3,0.301,-3.696,0,0.336,176.721,0.15,0.33049,209.141,4,0,0,2006
SOHVPTO12A8C138ADF,ARA6H4G1187B99E2F2,486459,0,0,0.179,1.99586,0,0.06403,358.89587,2.212,0,5,0.02,-5.613,1,0.596,351.434,0.175,0.06403,123.96,5,0.495,0,0
SOBBCFN12A8C13E4D9,ARU3YYC1187FB43FEE,216883,0,0,0.458,0.0798,0.333,0.0798,209.47546,0.259,-1,9,0.467,-16.079,1,0.517,196.836,0.333,0.0798,196.52,3,1,0,2001
SOMBDFC12A58A7A14E,ARCQ3LZ1187FB49B42,254513,0,0,0.028,0.06184,0.715,0.06184,293.27628,0.281,-1,7,0.703,-8.756,1,0.743,279.998,0.389,0.06184,89.92,7,1,0,0
SOOHHOU12AB018157C,ARA8DDQ1187B9AE3A0,337167,0,1,0.004,1.52609,0.296,0.33577,221.80526,0,-1,11,0,-8.698,0,0.181,217.269,0.441,0.03782,101.37,4,0.61,0,0
SOIBJTK12A8C143D5E,ARSJ46X1187FB4A62A,314640,0,0,0.024,0.61959,0.647,0.20396,191.99955,0,-1,7,0.005,-8.862,0,0.47,177.876,0.153,0.20396,145.064,4,0.156,0,2008
SOTGSMJ12A6D227171,ARD3LXU1187B9ABFC5,75500,0,4,0.011,0.88141,0.829,0.06016,189.17832,0,0.313562114,0,0.057,-14.683,0,0.382,189.178,0.268,0.06016,152.899,4,0.812,0,2004
SOLLCFT12A58A7A566,ARV2X851187FB41A78,717115,0,0,0.426,0.72016,0.339,0.72016,486.97424,2.339,0.511424326,9,0.284,-7.655,0,0.347,478.215,0.149,0.18953,86.308,4,0.783,0,1999
SOFEOZP12A6D4F9DF1,ARWY7I71187FB36C3D,123479,0,1,0.953,0.428,0.953,0.428,140.2771,0.131,-1,9,0.309,-7.541,1,0.527,129.997,0.776,0.18774,129.161,1,0,0,1963
SOWOTCY12AC907329A,AR0N9BV1187FB3AD01,822595,0,1,0.114,0.26854,0,0.26854,146.9122,0.194,0.265861049,10,0.943,-13.254,1,0.771,140.167,0.836,0.26854,79.112,3,0.662,0,0
SOBGZZO12A6701CD25,AR9AM2N1187B9AD2F1,10167,0,2,0.022,0.71741,0,0.29572,230.05995,1.071,0.645578916,10,0.474,-4.134,0,0.427,211.348,0.656,0.0854,150.226,4,0.757,0,1999
SOFGEIT12A8C1406F3,ART3KT21187FB450DC,312415,0,4,1,0.09375,1,0.09375,118.33424,0.386,-1,9,0.444,-11.008,0,0.527,109.993,0.768,0.09375,87.153,1,0,0,1983
SOSVQAW12A67ADC91A,ARL3HJZ1187B9A35EB,136655,0,0,0.031,1.36254,0.925,0.32211,176.90077,0.253,0.197978947,11,0.684,-11.323,0,0.613,167.189,0.605,0.32211,118.563,4,1,0,0
SOLCSWD12A6D4FA136,AR812NT1187B9A0355,64144,0,0,0.539,1.62253,0.707,0.57096,123.68934,0.474,-1,9,0.459,-16.039,0,0.513,111.137,0.153,0.57096,116.259,4,0.386,0,2003
SOHLGRQ12A8C13B296,AROLMXS1241B9C6915,395941,0,0,0.006,0.53033,0.796,0.53033,310.12526,0.328,-1,9,0.411,-4.802,0,0.531,299.833,0.434,0.3343,148.991,4,0.43,0,0
SOFKARX12A8AE485EE,ARMHMPG1187B9A9A4A,185990,0,0,0.652,0.0962,0.652,0.0962,211.59138,0,0.372530039,4,0.349,-5.809,1,0.383,203.343,0.459,0.0962,152.208,1,0.623,0,2007
SOZMPSO12A8C132D83,AR7JPF81187B988D23,285607,0,0,1,0.12383,1,0.12383,197.79873,0.078,0,8,0.682,-13.483,1,0.671,192.935,0.697,0.12383,113.293,1,0,0,1991
SOSYHBX12A8C1417B8,AR9JNFU1187B9B9868,424639,0,1,0.688,0.56052,0.688,0.56052,171.85914,0.258,-1,0,0.642,-10.874,1,0.442,165.709,0.756,0.3004,118.047,1,0,0,1980
SOZZWWW12A58A8146A,ARVOWE21187FB3AE3C,642958,0,0,0.016,0.61762,0.967,0.2228,182.15138,0.364,0.375984302,11,0,-8.649,1,0.193,174.312,0.493,0.02934,158.795,4,0,0,0
SONCTTO12AB0183ED1,ARKAE1G1187B994A18,420274,0,0,1,0.23517,1,0.23517,180.08771,0.165,0.413752422,7,0.733,-11.826,1,0.799,167.091,0.798,0.23517,130.831,1,0,0,1969
SOZVZIO12AB017C39B,ARD1XMG1187FB41229,620887,0,0,0.147,0.83848,0.302,0.38005,141.19138,2.502,-1,0,0.274,-15.835,1,0.526,135.738,0.167,0.14163,130.195,4,0.479,0,2009
SOQQPAX12AB0185375,ARTQ0WY1187B98A7B0,668808,0,0,0.249,0.61611,0.249,0.61611,177.6322,0.315,-1,2,0.299,-22.55,0,0.403,171.363,0.155,0.43237,162.993,1,0,0,0
SONARPL12CF5465254,ARO4WQR1187B9B9825,768293,0,2,0.095,0.96145,0.711,0.31067,167.00036,0.154,-1,9,0.593,-14.406,1,0.5,157.983,0.456,0.15662,187.128,4,1,0,1993
SOJWIXK12AB018D4B6,ARK9W051187FB4B783,585299,0,0,0.037,0.50544,0.515,0.50544,145.3971,0,0.474054831,0,0.3,-6.264,0,0.277,145.397,0.587,0.19374,94.754,4,0.097,0,2006
SOFSDOM12AB01830F1,ARBOG0H1187B99F775,706025,0,2,0.006,1.1644,1,0.4808,183.97995,0.103,0.645543023,11,0.473,-3.861,1,0.577,174.527,1,0.13932,87.779,4,0.396,0,2004
SOGQWTX12AB017FD78,ARD8JVH1187FB4DA04,781923,0,1,0.057,3.10251,0.793,0.09405,229.58975,0,0.64102029,7,0.598,-8.064,1,0.624,229.59,0.253,0.09405,102.984,4,0.895,0,1974
SOOBQGC12AC468CEAA,AREE69X1187FB438D6,597425,0,0,0.925,0.0871,0.925,0.0871,186.64444,0.131,-1,11,0.849,-14.897,1,0.698,179.67,0.638,0.0871,139.606,1,0.258,0,0
SONSSZX12AC4687680,ARUT16P1187FB532A4,599659,0,0,0.175,2.11158,1,0.6959,277.41995,0.316,0,5,0.614,-9.998,0,0.61,255.443,1,0.34116,84.955,3,1,0,0
SOEZJIE12A8C1318B7,ARA0JEL1187B998FA3,192241,0,0,0.458,0.21913,0.458,0.21913,228.46649,0.345,0.416934464,1,0.383,-8.394,0,0.565,220.973,0.318,0.0322,159.784,1,0.633,0,1995
SOQWFLA12AF72A8A63,ARRBF3M1187FB4D59F,35166,0,1,0.286,0.31517,0.945,0.31517,472.39791,0.27,0.81689746,3,0.544,-6.736,1,0.741,464.242,0.667,0.06965,121.518,5,0.994,0,2002
SOQLJZN12A8C141701,ARJSGPI1241B9C8855,174800,0,0,0.418,0.89871,0,0.16638,183.27465,0.258,-1,8,0.567,-18.697,1,0.428,173.656,0,0.16638,150.405,4,0.807,0,0
SOAXFFT12A6D4F7B45,ARJ84561187B993E3E,33949,0,0,0.24,0.81535,0.675,0.08718,59.03628,2.305,-1,9,0.329,-8.343,1,0.207,53.766,0.345,0.08718,180.415,3,1,0,0
SORKFNI12AB018214B,ARIMZQZ1187B9AD541,342901,0,0,0.037,0.05948,0.125,0.05948,349.80526,0,0.805691387,5,0.472,-9.454,1,0.551,345.281,0.352,0.05948,143.59,4,0.859,0,2008
SOHUTJL12AB017CFDD,ARZXVY01187B9972EC,540532,0,0,0.064,3.53431,0.317,2.36081,264.09751,4.888,0,1,1,-15.991,1,0.826,255.588,0.234,1.92316,102.015,4,0.91,0,0
SOZFKKI12AB018602A,ARP72BU1187B99CD9A,501989,0,0,0.006,0.92543,1,0.47046,265.32526,0.42,0.540935877,11,0.013,-6.145,0,0.339,260.807,1,0.2424,132.974,4,0.614,0,2004
SOAAVJY12A58A8076E,ARTT43U1187B9A9E9B,46697,0,0,0.327,1.00866,0,1.00866,121.25995,0.328,-1,2,0.057,-15.276,0,0.307,114.306,0.024,0.18929,35.691,4,0,0,0
SOZQSIB12AC46881EC,AR6PN8Y11C8A421C16,789508,0,0,0,0.05825,0,0.05825,180.45342,0,-1,0,0.513,-15.966,1,0.519,178.196,0.69,0.05825,106.953,1,0,0,0
SOTNAWQ12AB01870F4,ARS6KFB1187FB59B12,715000,0,0,0.145,0.21871,1,0.21871,231.18322,0.38,-1,7,0.538,-4.547,1,0.485,215.203,0.511,0.21871,151.488,7,0.29,0,2005
SOFQGMJ12AC468CBA7,ARWGY6U1187B98B228,697633,0,0,0.043,0.80165,0.654,0.20342,168.30649,0,-1,7,0.027,-8.631,1,0.412,168.306,0.375,0.20342,101.345,4,0.653,0,0
SOLEFXD12AC3DFA062,AROF8OV1187FB55B85,783439,0,0,0.165,0.41256,0.83,0.41256,247.24853,0,0.516396407,9,0.237,-5.603,1,0.417,242.985,1,0.23484,169.994,4,0.546,0,2007
SOAMJUS12A8C13446A,AROPC1B1187FB567E3,148614,0,0,0.124,5.95415,0.135,0.33006,225.95873,0,0.445454526,7,0.528,-9.598,1,0.602,211.342,0.738,0.33006,87.76,7,0.285,0,1995
SOQQXBH12A8C145D71,ARVN9FZ1187FB393F1,613236,0,1,0.387,0.32266,0.387,0.32266,214.5171,0,0.482535379,4,0.627,-14.309,1,0.355,205.607,0.042,0.0531,114.954,1,0,0,2009
SOMNSOY12AB0181ACB,ART3TOJ1187B98D1AB,494178,0,0,0.008,0.08061,0.653,0.08061,340.53179,0.456,-1,0,0.655,-10.008,1,0.473,333.845,0.995,0.08061,148.027,4,0.17,0,2002
SOJSITS12AB01850A4,AROEVV91187B9B7F4F,455163,0,0,0.162,0.75773,0.489,0.07039,371.87873,0,0.401486711,10,0.088,-13.08,1,0.421,342.57,1,0.07039,87.003,4,0.551,0,2007
SOAHRPF12AC468D610,ARGBGC71187FB3DD0B,793434,0,0,0.105,0.60934,1,0.21162,194.29832,0.189,-1,0,0,-12.624,1,0,191.245,0.959,0.21162,149.984,4,0.462,0,0
SOGFGGL12A8AE47040,ARZWBH21187B99ACE1,139457,0,0,0.015,0.74812,0.837,0.26921,156.62975,0,0,0,0.498,-11.793,1,0.524,156.63,0.544,0.26921,124.394,4,0.63,0,1985
SOKLINL12A8C13447C,ARKFYS91187B98E58F,148804,0,0,0.269,0.60807,0.618,0.28192,170.4224,0.421,-1,5,0.999,-6.15,1,0.691,162.128,0.584,0.11177,180.073,4,0.34,0,0
SOXRWWL12A8C1345F8,AR7Q0O91187FB4DBE7,143384,0,1,0.026,1.04227,0.434,0.50365,233.42975,0.078,-1,9,0.755,-9.545,1,0.598,226.487,0.638,0.09839,110.933,4,1,0,2007
SOTDSFJ12A8C141206,ARU22AM1187B9961EA,220624,0,0,0.241,1.58844,0.551,0.56938,158.27546,0.172,-1,8,0.243,-9.68,1,0.3,151.493,0.198,0.30027,134.648,4,0.251,0,0
SOTKJVT12A6D4FAB59,ARTWKNF1241B9C87E9,270673,0,0,0.045,0.9062,0.563,0.47634,130.71628,0.13,-1,4,0.051,-4.689,0,0.502,122.99,0.261,0.27198,143.126,4,1,0,0
SOVKSAD12A8C142C13,ARYLSGC11F43A69EF6,238129,0,0,0.06,0.92069,0.676,0.07737,24.34567,0,-1,5,0.168,-21.978,1,0.481,24.346,0.726,0.07737,142.453,5,0.612,0,1998
SOAHPOW12A8C142E38,ARSZX2G1187B98FCCF,472541,0,2,1,0.32278,1,0.32278,250.8273,0,0.637828866,7,0.819,-4.535,1,0.585,243.635,0.129,0.32278,99.995,1,0,0,2009
